cost,cuisine,link,location,name,promoted,rating,review_count,review_link
$    $    $    $,Contemporary American,,Upper East Side,The Dining Room at The Metropolitan Museum of Art,,4.4 stars out of 5,(1728),https://www.opentable.com/r/the-metropolitan-museum-of-art-members-dining-room-new-york?corrid=3d11f50e-d5a8-4c31-9f1c-1f4d6cb37cf4#reviews
$    $,Chinese,,Upper West Side,Atlas Kitchen,,4.2 stars out of 5,(11),https://www.opentable.com/r/atlas-kitchen-new-york?corrid=3d11f50e-d5a8-4c31-9f1c-1f4d6cb37cf4#reviews
$    $,American,,Bronx,Olga Restaurant,,,,
$    $,American,,Astoria,Moonstruck Diner,,,,
$    $    $,Barbecue,,Gramercy / Flatiron,Jazz Standard,,4.1 stars out of 5,(295),https://www.opentable.com/jazz-standard?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Vietnamese,,Chelsea,Omai,,,,
$    $,Indian,,Murray Hill,Tamba Indian Grill and Bar,,3.7 stars out of 5,(24),https://www.opentable.com/tamba-indian-grill-and-bar?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Mexican,,Bronx,La Espiga 3 Estrellas,,,,
$    $,Asian,,Astoria,Leng Thai & Asian Cuisine,,,,
$    $,Mexican,,Astoria,El Mariachi Corporation,,,,
$    $,Japanese,,Murray Hill,160 Maguro Sushi Incorporated,,,,
$    $    $,Sushi,,Kips Bay,Oishi Bay,,,,
$    $,Gastro Pub,,Astoria,Gleason's,,,,
$    $,American,,Astoria,Michaels Restaurant,,,,
$    $,Contemporary American,,Gramercy / Flatiron,Bo's Kitchen & Bar Room,,4.1 stars out of 5,(257),https://www.opentable.com/bos-kitchen-and-bar-room?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Thai,,Kips Bay,Jaiya Thai Restaurant,,,,
$    $,American,,Chelsea,Tipsy Parson,,4.2 stars out of 5,(1337),https://www.opentable.com/r/tipsy-parson-new-york?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Italian,,Murray Hill,Sottosuolo,,4.3 stars out of 5,(27),https://www.opentable.com/r/sottosuolo-new-york?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Indian,,Murray Hill,Kailash Parbat,,4.2 stars out of 5,(10),https://www.opentable.com/kailash-parbat?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,American,,Chelsea,Knf Restaurant Corporation,,,,
$    $,Chinese,,Kips Bay,Peace Chinese Reataurant,,,,
$    $,American,,Astoria,Les Mais Cafe Incorporated,,,,
$    $,Latin American,,Bronx,Chico Restaurant,,,,
$    $,Chinese,,Bronx,Fortune Garden,,,,
$    $,Contemporary Indian,,Chelsea,Raj Mahal - Chelsea,,,,
$    $,American,,Chelsea,The Dish,,,,
$    $,Thai,,Astoria,Wave Thai,,,,
$    $,Gastro Pub,,Kips Bay,Waterfront Ale House,,,,
$    $,Thai,,Astoria,Enthaice Thai Kitchen,,,,
$    $,American,,Gramercy / Flatiron,Cafe Au Lait,,,,
$    $,Greek,,Astoria,Djerdan #1,,,,
$    $,Grill,,Astoria,Astoria Tavern,,,,
$    $,Italian,,Long Island City,Manducatis Rustica,,4.2 stars out of 5,(37),https://www.opentable.com/r/manducatis-rustica-long-island-city?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Contemporary American,,Chelsea,Merchants NY,,,,
$    $,American,,Astoria,Dream Cafe,,,,
$    $,Thai,,Chelsea,Spice - Chelsea 199 8th Avenue,,,,
$    $,Indian,,Kips Bay,Curry Leaf,,,,
$    $    $,Indian,,Kew Gardens,Tikka Indian Grill - Astoria,,4.7 stars out of 5,(1),https://www.opentable.com/r/tikka-indian-grill-astoria?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Indian,,Kips Bay,Desi Galli,,,,
$    $,English,,Kips Bay,Failte,,,,
$    $,American,,Long Island City,Sweetleaf,,,,
$    $,Italian,,Astoria,Il Bambino,,,,
$    $    $    $,American,,Astoria,Zenon Taverna,,,,
$    $,Creole / Cajun / Southern,,Astoria,Bubbas Bistro,,,,
$    $,Italian,,Chelsea,Scopa,,4.1 stars out of 5,(104),https://www.opentable.com/r/scopa-new-york?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Italian,,Washington Heights,La Regi Restaurant Incorporated,,,,
$    $,Tapas / Small Plates,,Long Island City,Quijote,,,,
$    $    $    $,Café,,Astoria,Vite Vinosteria,,,,
$    $,Chinese,,Bronx,Sun Fung Chinese Restaurant,,,,
$    $,Chinese,,Long Island City,Easter Garden Chinese Restaurant,,,,
$    $,Brazilian,,Astoria,Sitio Samba Sabor,,4 stars out of 5,(2),https://www.opentable.com/sitio-samba-sabor?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Mexican,,Astoria,Holy Guacamole,,4.3 stars out of 5,(8),https://www.opentable.com/r/holy-guacamole-long-island-city?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Barbecue,,Long Island City,Rio Grande Barbeque Incorporated,,,,
$    $    $,European,,Gramercy / Flatiron,TURKISH KITCHEN,,,,
$    $,Grill,,Kips Bay,Stone Creek,,,,
$    $,Sushi,,Gramercy / Flatiron,Yo! Sushi,,,,
$    $,Chinese,,Astoria,Flower Drum Restaurant Inc,,,,
$    $,Greek,,Astoria,Family Corner Restaurant,,,,
$    $,Spanish,,Astoria,El Olivo,,,,
$    $    $,Steakhouse,,Gramercy / Flatiron,Outback Steakhouse - New York,,,,
$    $,Seafood,,Astoria,The Last Word,,4.9 stars out of 5,(4),https://www.opentable.com/r/the-last-word-astoria?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Italian,,Gramercy / Flatiron,Olive Garden - New York - Gramercy / Flatiron,,,,
$    $,French,,Meatpacking District,La Luncheonette,,,,
$    $,Italian,,Chelsea,Olive Garden,,,,
$    $,American,,Gramercy / Flatiron,Institute of Culinary Education,,,,
$    $,Grill,,Kips Bay,Tavern On Third,,,,
$    $,American,,Chelsea,Star On 18th Diner Cafe,,,,
$    $,Fusion / Eclectic,,Long Island City,LIC Landing,,,,
$    $,Dessert,,Gramercy / Flatiron,Chanson- Dessert Bar,,,,
$    $    $,Steak,,Gramercy / Flatiron,The Hurricane Steak & Sushi - Permanently closed,,3.9 stars out of 5,(1187),https://www.opentable.com/the-hurricane-steak-and-sushi-permanently-closed?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Mexican,,Gramercy / Flatiron,Oxido,,,,
$    $,Dim Sum,,Kips Bay,Dynasty Dim Sum,,4.3 stars out of 5,(55),https://www.opentable.com/r/dynasty-dim-sum-new-york?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $    $    $,American,,Gramercy / Flatiron,Eleven Madison Park,,4.7 stars out of 5,(4614),https://www.opentable.com/eleven-madison-park?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,American,,Long Island City,Grand Central,,,,
$    $,Grill,,Astoria,Tippin Inn Bar & Grill,,,,
$    $,American,,Chelsea,By Chloe,,,,
$    $,Burgers,,Chelsea,Buns Bar,,4.4 stars out of 5,(8),https://www.opentable.com/r/buns-bar-new-york?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,American,,Bronx,Ricardo's Grill Restaurant,,,,
$    $,Sushi,,Astoria,Watawa Sushi,,,,
$    $,Mexican,,Washington Heights,La Villita One Mexican Restaurant,,,,
$    $    $,Greek,,Astoria,Taverna Kyclades,,4.5 stars out of 5,(1),https://www.opentable.com/r/taverna-kyclades-astoria?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,American,,Astoria,Lefkos Pyrgos,,,,
$    $,Café,,Kips Bay,Little Basil,,,,
$    $,Grill,,Bronx,Elporton Bar,,,,
$    $    $,Bar / Lounge / Bottle Service,,Chelsea,Bathtub Gin,,4.5 stars out of 5,(391),https://www.opentable.com/bathtub-gin?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Indian,,Kips Bay,Saravanaas,,,,
$    $    $,Japanese,,Chelsea,Momoya,,5 stars out of 5,(1),https://www.opentable.com/r/momoya-new-york?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Mexican,,Bronx,El Nuevo Bohio,,,,
$    $,Italian,,Chelsea,Donatella,,3.7 stars out of 5,(424),https://www.opentable.com/r/donatella-new-york?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,American,,Long Island City,The Mad Donkey,,,,
$    $,American,,Long Island City,Queens & Paupers,,,,
$    $,American,,Astoria,Hinomaru Ramen,,,,
$    $    $,Mexican,,Chelsea,Rocking Horse Cafe,,4.4 stars out of 5,(53),https://www.opentable.com/r/rocking-horse-cafe-new-york?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,American,,Chelsea,The Park,,3.8 stars out of 5,(1818),https://www.opentable.com/the-park?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Argentinean,,Long Island City,R40,,,,
$    $    $,Asian,,Chelsea,Hot Sichuan,,,,
$    $,American,,Gramercy / Flatiron,Metropolitan Room,,,,
$    $,American,,Long Island City,Shannon Pot (the),,,,
$    $,American,,Long Island City,Corner Bistro,,,,
$    $,Grill,,Astoria,Albatross Bar,,,,
$    $,Italian,,Long Island City,Piatto,,3.8 stars out of 5,(11),https://www.opentable.com/r/piatto-long-island-city?corrid=c18200aa-e968-41e6-83b3-04588c67e5af#reviews
$    $,Japanese,,Kips Bay,East Japanese Restaurant,,,,
$    $,Indian,,Astoria,Aladdin Sweets & Restaurant Astoria,,,,
$    $,Indian,,Astoria,Moran Chand Sweets & Restaurant Inc,,,,
$    $,Seafood,,Bronx,Grand Seafood,,,,
$    $,American,,Astoria,Sweet Spot,,4.4 stars out of 5,(1),https://www.opentable.com/r/sweet-spot-astoria?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Chinese,,Bronx,Panda Chinese Restaurant,,,,
$    $,Chinese,,Washington Heights,China King Ogden Restaurant,,,,
$    $,Indian,,Long Island City,Bangla Garden,,,,
$    $,Indian,,Long Island City,Tandoori Kabab And Curry Inc,,,,
$    $,Italian,,Washington Heights,Family Restaurant Pizzeria,,,,
$    $,American,,Washington Heights,Hudson View Restaurant,,,,
$    $,Indian,,Murray Hill,Kurry Pavilion,,4.5 stars out of 5,(20),https://www.opentable.com/kurry-pavilion?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,American,,Chelsea,Chelsea Savoy,,,,
$    $,American,,Astoria,Deshi Cafe,,,,
$    $,American,,Astoria,Eastern Lounge Cafe,,,,
$    $    $    $,American,,NoMad,Black Barn Chef's Table,,4.7 stars out of 5,(2),https://www.opentable.com/r/black-barn-chefs-table-new-york?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Latin / Spanish,,Murray Hill,Barlovento Latin Bistro,,3.9 stars out of 5,(23),https://www.opentable.com/r/barlovento-latin-bistro-new-york?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,American,,Harlem,New Era Restaurant,,,,
$    $,American,,Murray Hill,Albion,,,,
$    $,Thai,,Kips Bay,Soi 30 Thai,,,,
$    $    $,Italian,,Murray Hill,Marchi's,,4 stars out of 5,(86),https://www.opentable.com/marchis?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $    $,Sushi,,Gramercy / Flatiron,Sushi Seki - Chelsea,,,,
$    $,Mexican,,Astoria,Los Amigos Mexican Restaurant,,,,
$    $,Barbecue,,Chelsea,Rub BBQ,,,,
$    $,American,,Chelsea,Hill Country Chicken - NoMad,,,,
$    $,American,,Long Island City,L.i.c. Bar,,,,
$    $    $    $,American,,Gramercy / Flatiron,Tappo Pizza,,,,
$    $,Italian,,Chelsea,Rafaella on Ninth,,3.5 stars out of 5,(23),https://www.opentable.com/rafaella-on-ninth?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Chinese,,Bronx,Hing Wang Restaurant,,,,
$    $,Thai,,Chelsea,M-Thai,,,,
$    $,Thai,,Astoria,Yajai Thai Restaurant,,,,
$    $,Thai,,Chelsea,Pongsri Thai,,,,
$    $,American,,Murray Hill,Bread & Butter,,,,
$    $    $,American,,Astoria,Lazy Ibis,,,,
$    $    $,Seafood,,Chelsea,Francisco's Centro Vasco,,,,
$    $,Grill,,Astoria,Gibneys,,,,
$    $    $    $,Seafood,,Kips Bay,Grilled Fish,,,,
$    $    $,Latin American,,Gramercy / Flatiron,Raymi,,4.3 stars out of 5,(1073),https://www.opentable.com/r/raymi-new-york?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Chinese,,Astoria,Nuevo Jardin De China Restaurant,,,,
$    $,Mexican,,Washington Heights,La Pinata Mexican Cuisine,,,,
$    $    $,Contemporary Italian,,Chelsea,Momofuku Nishi,,4.5 stars out of 5,(848),https://www.opentable.com/r/momofuku-nishi-new-york?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Farm-to-table,,Gramercy / Flatiron,Verde,,,,
$    $,American,,Astoria,Truva Grill Cafe,,,,
$    $,Indian,,Murray Hill,Tiffin Wallah,,4.2 stars out of 5,(28),https://www.opentable.com/tiffin-wallah?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $    $,Italian,,Gramercy / Flatiron,Capatosta - Permanently Closed,,4.2 stars out of 5,(23),https://www.opentable.com/capatosta?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Greek,,Gramercy / Flatiron,Mykonos Blue Grill,,4.3 stars out of 5,(27),https://www.opentable.com/r/mykonos-blue-grill-new-york?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Italian,,Astoria,Rose & Joes Italian Bakery,,,,
$    $    $,Greek,,Gramercy / Flatiron,Sir Henri Penthouse Rooftop,,4.1 stars out of 5,(20),https://www.opentable.com/r/sir-henri-penthouse-rooftop-new-york?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $    $    $,Italian,,Gramercy / Flatiron,A Voce Madison,,4.1 stars out of 5,(1630),https://www.opentable.com/a-voce-madison?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,American,,Astoria,Mikes Diner,,,,
$    $,Italian,,Bronx,Linda's Pizza,,,,
$    $,Indian,,Murray Hill,Deccan Spice - NYC,,4.3 stars out of 5,(15),https://www.opentable.com/r/deccan-spice-nyc-new-york?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Italian,,Astoria,Romano Famous Pizza,,,,
$    $    $,Contemporary American,,Chelsea,40/40 Club,,3.9 stars out of 5,(480),https://www.opentable.com/40-40-club?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $    $,Mexican,,Harlem,La Pinata Mexican Cuisine,,,,
$    $    $    $,Indian,,Gramercy / Flatiron,Junoon Patiala Room,,4.4 stars out of 5,(284),https://www.opentable.com/r/junoon-patiala-room-new-york?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Mexican,,Bronx,Margherita's Mexican Cuisine,,,,
$    $,Indian,,Kips Bay,Curry In A Hurry,,,,
$    $,Chinese,,Bronx,Eastern Chinese Restaurant,,,,
$    $,Thai,,Chelsea,Regional Thai Taste Restaurant,,,,
$    $,Chinese,,Astoria,Dragon & Phoenix Restaurant,,,,
$    $,Italian,,Kips Bay,Todaro Bros Enoteca,,4.3 stars out of 5,(20),https://www.opentable.com/todaro-bros-enoteca?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Café,,Astoria,Pachanga Patterson,,,,
$    $,American,,Bronx,Leodany Restaurant,,,,
$    $,Steakhouse,,Bronx,La Fuente Steak House,,,,
$    $,Mexican,,Bronx,D Blass,,,,
$    $,Grill,,Long Island City,Baroness,,,,
$    $,Mexican,,Washington Heights,Taco Gogo,,,,
$    $,Indian,,Murray Hill,Chote Nawab,,4.2 stars out of 5,(232),https://www.opentable.com/r/chote-nawab-new-york?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Italian,,Kips Bay,Lena's Italian Kitchen,,,,
$    $,American,,Chelsea,Edamam,,,,
$    $,Seafood,,Washington Heights,Lobinan Seafood,,,,
$    $,Mexican,,Chelsea,Tacombi Flatiron,,4.3 stars out of 5,(62),https://www.opentable.com/tacombi-flatiron?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $    $    $,Café,,Kips Bay,Turnmill Bar,,,,
$    $,Gastro Pub,,Kips Bay,Tonic East,,,,
$    $,Sushi,,Astoria,Gowasabi Astoria Incorporated,,,,
$    $,Asian,,Astoria,Ramen & Yakitori Okidoki,,,,
$    $,Greek,,Astoria,Ovelia Psistaria Bar,,4.4 stars out of 5,(286),https://www.opentable.com/ovelia-psistaria-bar?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,American,,Midtown East,Roof at Park South,,,,
$    $    $,Sushi,,Kips Bay,Aki Sushi - Gramercy Park,,,,
$    $,American,,Bronx,Cafe Cousina Restaurant,,,,
$    $,Italian,,Chelsea,Intermezzo,,3.8 stars out of 5,(424),https://www.opentable.com/r/intermezzo-new-york?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,American,,Astoria,Video Express,,,,
$    $,Italian,,Chelsea,Restivo Ristorante,,,,
$    $,Sushi,,Astoria,Matsu Sushi Corp,,,,
$    $,Latin American,,Bronx,El Nuevo Valle Restaurant,,,,
$    $    $,Indian,,Murray Hill,Vatan Indian Restaurant,,4.2 stars out of 5,(677),https://www.opentable.com/vatan-indian-restaurant?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Grill,,Astoria,Tantra Lounge,,,,
$    $,American,,Bronx,Panera Top Cafe Resturant,,,,
$    $    $    $,Italian,,Astoria,Trattoria L'incontro,,4.7 stars out of 5,(1292),https://www.opentable.com/trattoria-lincontro?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,Mexican,,Washington Heights,Antojitos Mexicano,,,,
$    $,Mexican,,Washington Heights,Restaurant Los Taxistas 2,,,,
$    $,Chinese,,Murray Hill,Chinese Club - Murray Hill,,3.8 stars out of 5,(1),https://www.opentable.com/r/chinese-club-murray-hill-new-york?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $,American,,Chelsea,Shiraz Nyc Inc,,,,
$    $,Indian,,Kips Bay,Tapa Indian Restaurant,,,,
$    $,Asian,,Kips Bay,Momokawa,,4.4 stars out of 5,(90),https://www.opentable.com/momokawa?corrid=f18af1f4-cab4-4018-935d-cbbb0fd85de3#reviews
$    $    $,American,,Astoria,Republic Bar,,,,
$    $    $    $,American,,Astoria,Sweet Afton,,,,
$    $,Sushi,,Astoria,Junko Sushi Incorporated,,,,
$    $,Vegetarian,,Astoria,Organic Cafe,,,,
$    $,American,,Astoria,Cafe Kolonaki Incorporated,,,,
$    $,American,,Meatpacking District,CRAZY DOGS NYC,,,,
$    $,American,,Chelsea,Chelsea Sq Restaurant,,,,
$    $    $,American,,Astoria,Katch Astoria,,4.3 stars out of 5,(4),https://www.opentable.com/r/katch-astoria-new-york?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Tapas / Small Plates,,Chelsea,Milanese Spanish Restaurant,,,,
$    $,American,,Chelsea,Lunch Cafe Incorporated,,,,
$    $,American,,Murray Hill,California Pizza Kitchen - Park Avenue South - PRIORITY SEATING,,4.1 stars out of 5,(10),https://www.opentable.com/california-pizza-kitchen-nyc?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Mexican,,Chelsea,Tequilla Chitos Mexican Grill,,,,
$    $,Brazilian,,Astoria,New York Paudequeijo,,,,
$    $,American,,Astoria,Burnside Biscuits,,,,
$    $,Italian,,Astoria,Dino's Pizza & Pasta,,,,
$    $,American,,Astoria,Neptune Diner,,,,
$    $,American,,Astoria,Caprice,,,,
$    $,American,,Chelsea,The Chelsea Pub,,3.3 stars out of 5,(8),https://www.opentable.com/the-chelsea-pub?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Grill,,Astoria,Broadway Astoria Tavern & Lounge Incorporated,,,,
$    $,Fusion / Eclectic,,Astoria,King Falafel & Shwarma,,,,
$    $,Comfort Food,,Astoria,Sanfords Restaurant,,4.4 stars out of 5,(443),https://www.opentable.com/sanfords-restaurant?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Czech,,Astoria,Bohemian Hall & Beer Garden,,,,
$    $,Thai,,Murray Hill,Toon Thai Cafe,,,,
$    $,Korean,,Murray Hill,Atomix,,4 stars out of 5,(74),https://www.opentable.com/r/pepela-new-york?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Asian,,Bronx,Fang Lin Min,,,,
$    $,Italian,,Murray Hill,Rock Ii,,,,
$    $,American,,Long Island City,Fresh Rosemary Kitchen,,,,
$    $,American,,Chelsea,The Dog House Craft & Kitchen,,3.7 stars out of 5,(5),https://www.opentable.com/r/the-dog-house-craft-and-kitchen-new-york?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Italian,,Chelsea,Bella Napoli - 7th Ave,,,,
$    $,Sushi,,Murray Hill,Mishima,,,,
$    $    $,Mexican,,Murray Hill,El Parador,,4.4 stars out of 5,(1142),https://www.opentable.com/r/el-parador-new-york?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Thai,,Astoria,Bangkok Tasty Thai Restaurant,,,,
$    $,Greek,,Astoria,Zorbas Souvlaki Plus,,,,
$    $,Italian,,Chelsea,Jake's Saloon,,3 stars out of 5,(1),https://www.opentable.com/r/jakes-saloon-new-york?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,American,,Bronx,Jerome Tropical,,,,
$    $,Greek,,Astoria,Stamatis,,,,
$    $,Lebanese,,Murray Hill,Byblos - NYC,,4 stars out of 5,(80),https://www.opentable.com/r/byblos-nyc-new-york?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Mexican,,NoMad,Mexicangrill Incorporated,,,,
$    $    $    $,American,,Murray Hill,Rose Bakery - DSNY,,,,
$    $,Café,,Gramercy / Flatiron,230 FIFTH,,,,
$    $,Gastro Pub,,Gramercy / Flatiron,John Doe Bar & Kitchen,,4 stars out of 5,(20),https://www.opentable.com/john-doe-bar-and-kitchen?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,American,,Long Island City,Tealicious Inc,,,,
$    $    $,Italian,,Gramercy / Flatiron,Asellina Ristorante,,4 stars out of 5,(698),https://www.opentable.com/r/asellina-ristorante-new-york?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Café,,Gramercy / Flatiron,The Hog Pit,,,,
$    $,Latin American,,Chelsea,Latin American Restaurant Corporation,,,,
$    $,Barbecue,,Long Island City,John Brown Smokehouse,,,,
$    $    $,Contemporary French,,NoMad,Royalton Brasserie,,4.2 stars out of 5,(3),https://www.opentable.com/r/royalton-brasserie-new-york-2?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Mediterranean,,Murray Hill,Lallisse Mediterranean Wine & Food,,4.1 stars out of 5,(124),https://www.opentable.com/lallisse-mediterranean-wine-and-food?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $    $    $,Barbecue,,Gramercy / Flatiron,Ziya,,,,
$    $,Italian,,NoMad,Il Fiorista,,,,
$    $    $    $,Mediterranean,,NoMad,Benno,,4.7 stars out of 5,(149),https://www.opentable.com/r/benno-new-york?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Burgers,,Astoria,Burger Club,,,,
$    $    $,Italian,,Gramercy / Flatiron,Leonelli Taberna,,4.5 stars out of 5,(154),https://www.opentable.com/r/leonelli-taberna-new-york-2?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Café,,Astoria,Athen's Cafe,,,,
$    $,Gastro Pub,,Gramercy / Flatiron,Rogue,,,,
$    $,Café,,Gramercy / Flatiron,Blue Dog Cafe,,,,
$    $,Asian,,Murray Hill,Chef 28,,4 stars out of 5,(12),https://www.opentable.com/chef-28?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Bar / Lounge / Bottle Service,,Gramercy / Flatiron,Cannibal Liquor House,,,,
$    $,Japanese,,Chelsea,Wasabi,,,,
$    $,Comfort Food,,Gramercy / Flatiron,Toshi's Living Room & Penthouse,,3.1 stars out of 5,(7),https://www.opentable.com/toshis-living-room-and-penthouse?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Thai,,Chelsea,Rin Thai,,,,
$    $,American,,Murray Hill,Penelope Cafe,,,,
$    $,American,,Gramercy / Flatiron,Bread & Butter,,,,
$    $,American,,Kips Bay,The Cannibal - Beer & Butcher,,,,
$    $,Grill,,Chelsea,The Trailer Park Lounge,,,,
$    $    $,American,,Gramercy / Flatiron,Maysville,,4.4 stars out of 5,(934),https://www.opentable.com/r/maysville-new-york?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Grill,,Gramercy / Flatiron,Vin Sur Vingt,,,,
$    $,American,,Murray Hill,Moonstruck East Restaurant,,,,
$    $,Caribbean,,Kips Bay,Steelpan,,3.3 stars out of 5,(1),https://www.opentable.com/steelpan?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Japanese,,Gramercy / Flatiron,Izakaya NoMad,,4.4 stars out of 5,(104),https://www.opentable.com/izakaya-nomad?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Italian,,Astoria,Michael Angelo's Restaurant,,,,
$    $,American,,Long Island City,Soho Snacks Inc,,,,
$    $,Middle Eastern,,Murray Hill,Hummus Kitchen,,,,
$    $    $,Greek,,Gramercy / Flatiron,Eros Restaurant (fka Ethos Taverna),,4 stars out of 5,(880),https://www.opentable.com/r/eros-restaurant-fka-ethos-taverna-new-york?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Café,,Washington Heights,South Beachy Restaurant & Lounge,,,,
$    $,American,,Bronx,Right Choice Restaurant & More Inc,,,,
$    $    $,Gastro Pub,,Gramercy / Flatiron,Resto,,3.7 stars out of 5,(1054),https://www.opentable.com/resto?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Mexican,,Gramercy / Flatiron,Mexicue - Flatiron,,,,
$    $,Indian,,Chelsea,Bombay Garden NY,,,,
$    $,Pizza Bar,,Meatpacking District,The Woodstock,,4 stars out of 5,(34),https://www.opentable.com/r/the-woodstock-new-york?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
$    $,Grill,,Astoria,Chicken House The,,,,
$    $,Italian,,Astoria,Ornella Trattoria Italiana,,4.3 stars out of 5,(279),https://www.opentable.com/r/ornella-trattoria-italiana-astoria?corrid=b52160ae-5675-4608-a2ad-04813671244d#reviews
